window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,upper
43575707	43675707	43625707	SIAT6	Brahui	7	0.142857143
43605707	43705707	43655707	SIAT6	Brahui	11	0.090909091
43635707	43735707	43685707	SIAT6	Brahui	14	0.142857143
43665707	43765707	43715707	SIAT6	Brahui	14	0.285714286
43695707	43795707	43745707	SIAT6	Brahui	13	0.230769231
43725707	43825707	43775707	SIAT6	Brahui	21	0.19047619
43755707	43855707	43805707	SIAT6	Brahui	21	0.095238095
43785707	43885707	43835707	SIAT6	Brahui	21	0.142857143
43815707	43915707	43865707	SIAT6	Brahui	17	0.176470588
43845707	43945707	43895707	SIAT6	Brahui	15	0.333333333
43875707	43975707	43925707	SIAT6	Brahui	16	0.3125
43905707	44005707	43955707	SIAT6	Brahui	14	0.357142857
43935707	44035707	43985707	SIAT6	Brahui	16	0.375
43965707	44065707	44015707	SIAT6	Brahui	22	0.272727273
43995707	44095707	44045707	SIAT6	Brahui	22	0.227272727
44025707	44125707	44075707	SIAT6	Brahui	19	0.157894737
44055707	44155707	44105707	SIAT6	Brahui	15	0.066666667
44085707	44185707	44135707	SIAT6	Brahui	11	0
44115707	44215707	44165707	SIAT6	Brahui	11	0
44145707	44245707	44195707	SIAT6	Brahui	15	0
44175707	44275707	44225707	SIAT6	Brahui	21	0.047619048
44205707	44305707	44255707	SIAT6	Brahui	25	0.08
44235707	44335707	44285707	SIAT6	Brahui	28	0.142857143
44265707	44365707	44315707	SIAT6	Brahui	31	0.193548387
44295707	44395707	44345707	SIAT6	Brahui	27	0.148148148
44325707	44425707	44375707	SIAT6	Brahui	21	0.19047619
44355707	44455707	44405707	SIAT6	Brahui	15	0.2
44385707	44485707	44435707	SIAT6	Brahui	9	0.222222222
44415707	44515707	44465707	SIAT6	Brahui	11	0.272727273
44445707	44545707	44495707	SIAT6	Brahui	13	0.153846154
44475707	44575707	44525707	SIAT6	Brahui	11	0.181818182
71674592	71774592	71724592	SIAT7A_B	Brahui	13	0.230769231
71704592	71804592	71754592	SIAT7A_B	Brahui	16	0.125
71734592	71834592	71784592	SIAT7A_B	Brahui	20	0.15
71764592	71864592	71814592	SIAT7A_B	Brahui	21	0.142857143
71794592	71894592	71844592	SIAT7A_B	Brahui	20	0.05
71824592	71924592	71874592	SIAT7A_B	Brahui	16	0.0625
71854592	71954592	71904592	SIAT7A_B	Brahui	13	0.076923077
71884592	71984592	71934592	SIAT7A_B	Brahui	11	0.181818182
71914592	72014592	71964592	SIAT7A_B	Brahui	10	0.2
71944592	72044592	71994592	SIAT7A_B	Brahui	11	0.181818182
71974592	72074592	72024592	SIAT7A_B	Brahui	9	0.111111111
72004592	72104592	72054592	SIAT7A_B	Brahui	11	0.181818182
72034592	72134592	72084592	SIAT7A_B	Brahui	17	0.411764706
72064592	72164592	72114592	SIAT7A_B	Brahui	20	0.45
72094592	72194592	72144592	SIAT7A_B	Brahui	23	0.304347826
72124592	72224592	72174592	SIAT7A_B	Brahui	30	0.233333333
72154592	72254592	72204592	SIAT7A_B	Brahui	19	0.052631579
72184592	72284592	72234592	SIAT7A_B	Brahui	15	0.066666667
72214592	72314592	72264592	SIAT7A_B	Brahui	9	0.111111111
72244592	72344592	72294592	SIAT7A_B	Brahui	15	0.066666667
72274592	72374592	72324592	SIAT7A_B	Brahui	18	0.055555556
72304592	72404592	72354592	SIAT7A_B	Brahui	29	0.034482759
72334592	72434592	72384592	SIAT7A_B	Brahui	47	0.170212766
72364592	72464592	72414592	SIAT7A_B	Brahui	52	0.153846154
72394592	72494592	72444592	SIAT7A_B	Brahui	50	0.16
72424592	72524592	72474592	SIAT7A_B	Brahui	40	0.05
72454592	72554592	72504592	SIAT7A_B	Brahui	42	0.071428571
75927338	76027338	75977338	SIAT7C_E	Brahui	18	0.333333333
75957338	76057338	76007338	SIAT7C_E	Brahui	21	0.19047619
75987338	76087338	76037338	SIAT7C_E	Brahui	18	0.111111111
76017338	76117338	76067338	SIAT7C_E	Brahui	17	0.117647059
76047338	76147338	76097338	SIAT7C_E	Brahui	10	0
76077338	76177338	76127338	SIAT7C_E	Brahui	12	0.083333333
76107338	76207338	76157338	SIAT7C_E	Brahui	11	0.181818182
76137338	76237338	76187338	SIAT7C_E	Brahui	17	0.117647059
76167338	76267338	76217338	SIAT7C_E	Brahui	23	0.043478261
76197338	76297338	76247338	SIAT7C_E	Brahui	27	0.111111111
76227338	76327338	76277338	SIAT7C_E	Brahui	35	0.085714286
76257338	76357338	76307338	SIAT7C_E	Brahui	31	0.096774194
76287338	76387338	76337338	SIAT7C_E	Brahui	42	0.023809524
76317338	76417338	76367338	SIAT7C_E	Brahui	43	0.046511628
76347338	76447338	76397338	SIAT7C_E	Brahui	45	0.088888889
76377338	76477338	76427338	SIAT7C_E	Brahui	45	0.111111111
76407338	76507338	76457338	SIAT7C_E	Brahui	29	0.103448276
76437338	76537338	76487338	SIAT7C_E	Brahui	30	0.033333333
76467338	76567338	76517338	SIAT7C_E	Brahui	31	0.032258065
76497338	76597338	76547338	SIAT7C_E	Brahui	34	0.058823529
76527338	76627338	76577338	SIAT7C_E	Brahui	28	0.107142857
76557338	76657338	76607338	SIAT7C_E	Brahui	27	0.148148148
76587338	76687338	76637338	SIAT7C_E	Brahui	26	0.153846154
76617338	76717338	76667338	SIAT7C_E	Brahui	19	0.105263158
76647338	76747338	76697338	SIAT7C_E	Brahui	19	0.105263158
76677338	76777338	76727338	SIAT7C_E	Brahui	26	0.038461538
76707338	76807338	76757338	SIAT7C_E	Brahui	28	0.035714286
76737338	76837338	76787338	SIAT7C_E	Brahui	36	0.027777778
76767338	76867338	76817338	SIAT7C_E	Brahui	38	0.078947368
76797338	76897338	76847338	SIAT7C_E	Brahui	45	0.111111111
76827338	76927338	76877338	SIAT7C_E	Brahui	48	0.166666667
76857338	76957338	76907338	SIAT7C_E	Brahui	44	0.227272727
76887338	76987338	76937338	SIAT7C_E	Brahui	39	0.230769231
76917338	77017338	76967338	SIAT7C_E	Brahui	32	0.28125
76947338	77047338	76997338	SIAT7C_E	Brahui	27	0.259259259
76977338	77077338	77027338	SIAT7C_E	Brahui	20	0.1
77007338	77107338	77057338	SIAT7C_E	Brahui	20	0.05
77037338	77137338	77087338	SIAT7C_E	Brahui	16	0
77067338	77167338	77117338	SIAT7C_E	Brahui	14	0.071428571
77097338	77197338	77147338	SIAT7C_E	Brahui	12	0.25
77127338	77227338	77177338	SIAT7C_E	Brahui	12	0.333333333
77157338	77257338	77207338	SIAT7C_E	Brahui	16	0.3125
77187338	77287338	77237338	SIAT7C_E	Brahui	15	0.2
77217338	77317338	77267338	SIAT7C_E	Brahui	12	0.083333333
77247338	77347338	77297338	SIAT7C_E	Brahui	17	0.058823529
77277338	77377338	77327338	SIAT7C_E	Brahui	14	0.071428571
77307338	77407338	77357338	SIAT7C_E	Brahui	15	0.066666667
77337338	77437338	77387338	SIAT7C_E	Brahui	8	0
77367338	77467338	77417338	SIAT7C_E	Brahui	9	0
77397338	77497338	77447338	SIAT7C_E	Brahui	19	0.052631579
77427338	77527338	77477338	SIAT7C_E	Brahui	33	0.03030303
77457338	77557338	77507338	SIAT7C_E	Brahui	41	0.024390244
77487338	77587338	77537338	SIAT7C_E	Brahui	36	0.027777778
77517338	77617338	77567338	SIAT7C_E	Brahui	43	0.046511628
77547338	77647338	77597338	SIAT7C_E	Brahui	45	0.111111111
77577338	77677338	77627338	SIAT7C_E	Brahui	54	0.111111111
77607338	77707338	77657338	SIAT7C_E	Brahui	43	0.139534884
129291436	129391436	129341436	SIAT7D_F	Brahui	25	0.08
129321436	129421436	129371436	SIAT7D_F	Brahui	22	0.090909091
129351436	129451436	129401436	SIAT7D_F	Brahui	14	0.071428571
129381436	129481436	129431436	SIAT7D_F	Brahui	10	0
129411436	129511436	129461436	SIAT7D_F	Brahui	8	0
129441436	129541436	129491436	SIAT7D_F	Brahui	9	0
129471436	129571436	129521436	SIAT7D_F	Brahui	13	0
129501436	129601436	129551436	SIAT7D_F	Brahui	18	0.055555556
129531436	129631436	129581436	SIAT7D_F	Brahui	20	0.1
129561436	129661436	129611436	SIAT7D_F	Brahui	21	0.142857143
129591436	129691436	129641436	SIAT7D_F	Brahui	18	0.111111111
129621436	129721436	129671436	SIAT7D_F	Brahui	17	0.117647059
129651436	129751436	129701436	SIAT7D_F	Brahui	18	0.055555556
129681436	129781436	129731436	SIAT7D_F	Brahui	12	0
129711436	129811436	129761436	SIAT7D_F	Brahui	13	0
129741436	129841436	129791436	SIAT7D_F	Brahui	16	0
129771436	129871436	129821436	SIAT7D_F	Brahui	16	0
129801436	129901436	129851436	SIAT7D_F	Brahui	21	0
129831436	129931436	129881436	SIAT7D_F	Brahui	17	0
129861436	129961436	129911436	SIAT7D_F	Brahui	17	0
129891436	129991436	129941436	SIAT7D_F	Brahui	17	0
129921436	130021436	129971436	SIAT7D_F	Brahui	16	0
129951436	130051436	130001436	SIAT7D_F	Brahui	18	0.388888889
129981436	130081436	130031436	SIAT7D_F	Brahui	17	0.411764706
130011436	130111436	130061436	SIAT7D_F	Brahui	14	0.5
21857968	21957968	21907968	SIAT8A	Brahui	28	0.214285714
21887968	21987968	21937968	SIAT8A	Brahui	23	0.173913043
21917968	22017968	21967968	SIAT8A	Brahui	20	0.1
21947968	22047968	21997968	SIAT8A	Brahui	11	0.090909091
21977968	22077968	22027968	SIAT8A	Brahui	10	0.1
22007968	22107968	22057968	SIAT8A	Brahui	15	0.133333333
22037968	22137968	22087968	SIAT8A	Brahui	32	0.125
22067968	22167968	22117968	SIAT8A	Brahui	34	0.147058824
22097968	22197968	22147968	SIAT8A	Brahui	31	0.096774194
22127968	22227968	22177968	SIAT8A	Brahui	26	0.153846154
22157968	22257968	22207968	SIAT8A	Brahui	22	0.090909091
22187968	22287968	22237968	SIAT8A	Brahui	24	0.125
22217968	22317968	22267968	SIAT8A	Brahui	29	0.24137931
22247968	22347968	22297968	SIAT8A	Brahui	30	0.233333333
22277968	22377968	22327968	SIAT8A	Brahui	26	0.269230769
22307968	22407968	22357968	SIAT8A	Brahui	22	0.136363636
22337968	22437968	22387968	SIAT8A	Brahui	15	0.133333333
22367968	22467968	22417968	SIAT8A	Brahui	11	0.090909091
22397968	22497968	22447968	SIAT8A	Brahui	9	0
22427968	22527968	22477968	SIAT8A	Brahui	8	0
22457968	22557968	22507968	SIAT8A	Brahui	11	0.090909091
22487968	22587968	22537968	SIAT8A	Brahui	10	0.1
22517968	22617968	22567968	SIAT8A	Brahui	10	0.2
22547968	22647968	22597968	SIAT8A	Brahui	9	0.111111111
22577968	22677968	22627968	SIAT8A	Brahui	8	0.125
22607968	22707968	22657968	SIAT8A	Brahui	8	0
22637968	22737968	22687968	SIAT8A	Brahui	10	0
22667968	22767968	22717968	SIAT8A	Brahui	21	0.285714286
22697968	22797968	22747968	SIAT8A	Brahui	22	0.272727273
90338449	90438449	90388449	SIAT8B	Brahui	42	0.261904762
90368449	90468449	90418449	SIAT8B	Brahui	33	0.242424242
90398449	90498449	90448449	SIAT8B	Brahui	33	0.151515152
90428449	90528449	90478449	SIAT8B	Brahui	41	0.170731707
90458449	90558449	90508449	SIAT8B	Brahui	42	0.142857143
90488449	90588449	90538449	SIAT8B	Brahui	42	0.166666667
90518449	90618449	90568449	SIAT8B	Brahui	37	0.135135135
90548449	90648449	90598449	SIAT8B	Brahui	24	0.083333333
90578449	90678449	90628449	SIAT8B	Brahui	30	0.033333333
90608449	90708449	90658449	SIAT8B	Brahui	30	0.1
90638449	90738449	90688449	SIAT8B	Brahui	34	0.058823529
90668449	90768449	90718449	SIAT8B	Brahui	30	0.066666667
90698449	90798449	90748449	SIAT8B	Brahui	40	0.2
90728449	90828449	90778449	SIAT8B	Brahui	52	0.230769231
90758449	90858449	90808449	SIAT8B	Brahui	48	0.25
90788449	90888449	90838449	SIAT8B	Brahui	56	0.125
90818449	90918449	90868449	SIAT8B	Brahui	56	0.071428571
90848449	90948449	90898449	SIAT8B	Brahui	58	0.068965517
90878449	90978449	90928449	SIAT8B	Brahui	50	0.08
90908449	91008449	90958449	SIAT8B	Brahui	39	0.102564103
90938449	91038449	90988449	SIAT8B	Brahui	35	0.142857143
90968449	91068449	91018449	SIAT8B	Brahui	28	0.142857143
90998449	91098449	91048449	SIAT8B	Brahui	30	0.2
91028449	91128449	91078449	SIAT8B	Brahui	21	0.238095238
91058449	91158449	91108449	SIAT8B	Brahui	20	0.25
91088449	91188449	91138449	SIAT8B	Brahui	12	0.416666667
91118449	91218449	91168449	SIAT8B	Brahui	11	0.272727273
52772681	52872681	52822681	SIAT8C	Brahui	35	0.228571429
52802681	52902681	52852681	SIAT8C	Brahui	37	0.297297297
52832681	52932681	52882681	SIAT8C	Brahui	37	0.243243243
52862681	52962681	52912681	SIAT8C	Brahui	32	0.21875
52892681	52992681	52942681	SIAT8C	Brahui	24	0.208333333
52922681	53022681	52972681	SIAT8C	Brahui	21	0.095238095
52952681	53052681	53002681	SIAT8C	Brahui	18	0.166666667
52982681	53082681	53032681	SIAT8C	Brahui	19	0.210526316
53012681	53112681	53062681	SIAT8C	Brahui	17	0.176470588
53042681	53142681	53092681	SIAT8C	Brahui	14	0.357142857
53072681	53172681	53122681	SIAT8C	Brahui	17	0.176470588
53102681	53202681	53152681	SIAT8C	Brahui	24	0.125
53132681	53232681	53182681	SIAT8C	Brahui	29	0.034482759
53162681	53262681	53212681	SIAT8C	Brahui	27	0.037037037
53192681	53292681	53242681	SIAT8C	Brahui	23	0.130434783
53222681	53322681	53272681	SIAT8C	Brahui	30	0.2
53252681	53352681	53302681	SIAT8C	Brahui	37	0.189189189
53282681	53382681	53332681	SIAT8C	Brahui	47	0.170212766
53312681	53412681	53362681	SIAT8C	Brahui	45	0.133333333
53342681	53442681	53392681	SIAT8C	Brahui	38	0.157894737
53372681	53472681	53422681	SIAT8C	Brahui	30	0.166666667
53402681	53502681	53452681	SIAT8C	Brahui	27	0.148148148
53432681	53532681	53482681	SIAT8C	Brahui	31	0.129032258
53462681	53562681	53512681	SIAT8C	Brahui	29	0.103448276
53492681	53592681	53542681	SIAT8C	Brahui	24	0.125
99770916	99870916	99820916	SIAT8D	Brahui	6	0
99800916	99900916	99850916	SIAT8D	Brahui	6	0
99830916	99930916	99880916	SIAT8D	Brahui	6	0
99860916	99960916	99910916	SIAT8D	Brahui	7	0
99890916	99990916	99940916	SIAT8D	Brahui	17	0.117647059
99920916	100020916	99970916	SIAT8D	Brahui	17	0.176470588
99950916	100050916	100000916	SIAT8D	Brahui	18	0.166666667
99980916	100080916	100030916	SIAT8D	Brahui	16	0.1875
100010916	100110916	100060916	SIAT8D	Brahui	16	0
100040916	100140916	100090916	SIAT8D	Brahui	18	0.111111111
100070916	100170916	100120916	SIAT8D	Brahui	23	0.086956522
100100916	100200916	100150916	SIAT8D	Brahui	22	0.090909091
100130916	100230916	100180916	SIAT8D	Brahui	17	0.058823529
100160916	100260916	100210916	SIAT8D	Brahui	18	0
100190916	100290916	100240916	SIAT8D	Brahui	16	0
100220916	100320916	100270916	SIAT8D	Brahui	15	0
100250916	100350916	100300916	SIAT8D	Brahui	13	0
100280916	100380916	100330916	SIAT8D	Brahui	9	0
100310916	100410916	100360916	SIAT8D	Brahui	11	0
100340916	100440916	100390916	SIAT8D	Brahui	10	0
100370916	100470916	100420916	SIAT8D	Brahui	10	0
100400916	100500916	100450916	SIAT8D	Brahui	7	0
100430916	100530916	100480916	SIAT8D	Brahui	7	0
100460916	100560916	100510916	SIAT8D	Brahui	7	0
100490916	100590916	100540916	SIAT8D	Brahui	11	0
100520916	100620916	100570916	SIAT8D	Brahui	15	0
100550916	100650916	100600916	SIAT8D	Brahui	18	0.055555556
100580916	100680916	100630916	SIAT8D	Brahui	18	0.111111111
42114475	42214475	42164475	SIAT8E	Brahui	33	0.181818182
42144475	42244475	42194475	SIAT8E	Brahui	33	0.090909091
42174475	42274475	42224475	SIAT8E	Brahui	32	0.0625
42204475	42304475	42254475	SIAT8E	Brahui	28	0
42234475	42334475	42284475	SIAT8E	Brahui	23	0.086956522
42264475	42364475	42314475	SIAT8E	Brahui	30	0.2
42294475	42394475	42344475	SIAT8E	Brahui	45	0.177777778
42324475	42424475	42374475	SIAT8E	Brahui	44	0.159090909
42354475	42454475	42404475	SIAT8E	Brahui	49	0.102040816
42384475	42484475	42434475	SIAT8E	Brahui	43	0.069767442
42414475	42514475	42464475	SIAT8E	Brahui	46	0.065217391
42444475	42544475	42494475	SIAT8E	Brahui	49	0.040816327
42474475	42574475	42524475	SIAT8E	Brahui	49	0.081632653
42504475	42604475	42554475	SIAT8E	Brahui	43	0.069767442
42534475	42634475	42584475	SIAT8E	Brahui	31	0.064516129
42564475	42664475	42614475	SIAT8E	Brahui	24	0.083333333
42594475	42694475	42644475	SIAT8E	Brahui	12	0.25
42624475	42724475	42674475	SIAT8E	Brahui	8	0.5
42654475	42754475	42704475	SIAT8E	Brahui	5	0.6
42684475	42784475	42734475	SIAT8E	Brahui	5	0.6
42714475	42814475	42764475	SIAT8E	Brahui	4	1
42744475	42844475	42794475	SIAT8E	Brahui	11	0.454545455
42774475	42874475	42824475	SIAT8E	Brahui	15	0.4
42804475	42904475	42854475	SIAT8E	Brahui	18	0.277777778
42834475	42934475	42884475	SIAT8E	Brahui	12	0.166666667
42864475	42964475	42914475	SIAT8E	Brahui	10	0.2
42894475	42994475	42944475	SIAT8E	Brahui	9	0.111111111
17004449	17104449	17054449	SIAT8F	Brahui	68	0.191176471
17034449	17134449	17084449	SIAT8F	Brahui	64	0.171875
17064449	17164449	17114449	SIAT8F	Brahui	43	0.162790698
17094449	17194449	17144449	SIAT8F	Brahui	35	0.114285714
17124449	17224449	17174449	SIAT8F	Brahui	34	0.176470588
17154449	17254449	17204449	SIAT8F	Brahui	35	0.142857143
17184449	17284449	17234449	SIAT8F	Brahui	30	0.166666667
17214449	17314449	17264449	SIAT8F	Brahui	27	0.037037037
17244449	17344449	17294449	SIAT8F	Brahui	23	0.043478261
17274449	17374449	17324449	SIAT8F	Brahui	27	0.037037037
17304449	17404449	17354449	SIAT8F	Brahui	32	0.15625
17334449	17434449	17384449	SIAT8F	Brahui	34	0.205882353
17364449	17464449	17414449	SIAT8F	Brahui	40	0.25
17394449	17494449	17444449	SIAT8F	Brahui	30	0.166666667
17424449	17524449	17474449	SIAT8F	Brahui	33	0.242424242
17454449	17554449	17504449	SIAT8F	Brahui	20	0.35
17484449	17584449	17534449	SIAT8F	Brahui	37	0.351351351
17514449	17614449	17564449	SIAT8F	Brahui	35	0.285714286
17544449	17644449	17594449	SIAT8F	Brahui	39	0.179487179
17574449	17674449	17624449	SIAT8F	Brahui	32	0.09375
17604449	17704449	17654449	SIAT8F	Brahui	30	0.2
17634449	17734449	17684449	SIAT8F	Brahui	28	0.25
17664449	17764449	17714449	SIAT8F	Brahui	24	0.25
17694449	17794449	17744449	SIAT8F	Brahui	24	0.291666667
17724449	17824449	17774449	SIAT8F	Brahui	24	0.166666667
17754449	17854449	17804449	SIAT8F	Brahui	20	0.1
17784449	17884449	17834449	SIAT8F	Brahui	14	0.071428571
17814449	17914449	17864449	SIAT8F	Brahui	5	0
17844449	17944449	17894449	SIAT8F	Brahui	3	0
85522499	85622499	85572499	SIAT9	Brahui	22	0.272727273
85552499	85652499	85602499	SIAT9	Brahui	15	0.333333333
85582499	85682499	85632499	SIAT9	Brahui	21	0.333333333
85612499	85712499	85662499	SIAT9	Brahui	17	0.294117647
85642499	85742499	85692499	SIAT9	Brahui	17	0.235294118
85672499	85772499	85722499	SIAT9	Brahui	18	0.166666667
85702499	85802499	85752499	SIAT9	Brahui	26	0.192307692
85732499	85832499	85782499	SIAT9	Brahui	33	0.212121212
85762499	85862499	85812499	SIAT9	Brahui	33	0.212121212
85792499	85892499	85842499	SIAT9	Brahui	33	0.303030303
85822499	85922499	85872499	SIAT9	Brahui	37	0.27027027
85852499	85952499	85902499	SIAT9	Brahui	37	0.216216216
85882499	85982499	85932499	SIAT9	Brahui	28	0.071428571
85912499	86012499	85962499	SIAT9	Brahui	22	0
85942499	86042499	85992499	SIAT9	Brahui	21	0.047619048
85972499	86072499	86022499	SIAT9	Brahui	13	0.076923077
86002499	86102499	86052499	SIAT9	Brahui	11	0.090909091
86032499	86132499	86082499	SIAT9	Brahui	8	0.25
86062499	86162499	86112499	SIAT9	Brahui	12	0.25
86092499	86192499	86142499	SIAT9	Brahui	16	0.1875
86122499	86222499	86172499	SIAT9	Brahui	21	0.238095238
86152499	86252499	86202499	SIAT9	Brahui	23	0.260869565
86182499	86282499	86232499	SIAT9	Brahui	22	0.409090909
86212499	86312499	86262499	SIAT9	Brahui	23	0.434782609
86242499	86342499	86292499	SIAT9	Brahui	23	0.391304348
86272499	86372499	86322499	SIAT9	Brahui	22	0.227272727
69837650	69937650	69887650	WBSCR17	Brahui	36	0.138888889
69867650	69967650	69917650	WBSCR17	Brahui	29	0.275862069
69897650	69997650	69947650	WBSCR17	Brahui	18	0.333333333
69927650	70027650	69977650	WBSCR17	Brahui	18	0.277777778
69957650	70057650	70007650	WBSCR17	Brahui	19	0.368421053
69987650	70087650	70037650	WBSCR17	Brahui	16	0.375
70017650	70117650	70067650	WBSCR17	Brahui	19	0.315789474
70047650	70147650	70097650	WBSCR17	Brahui	16	0.25
70077650	70177650	70127650	WBSCR17	Brahui	19	0.210526316
70107650	70207650	70157650	WBSCR17	Brahui	19	0.210526316
70137650	70237650	70187650	WBSCR17	Brahui	23	0.086956522
70167650	70267650	70217650	WBSCR17	Brahui	22	0.090909091
70197650	70297650	70247650	WBSCR17	Brahui	24	0.083333333
70227650	70327650	70277650	WBSCR17	Brahui	23	0.217391304
70257650	70357650	70307650	WBSCR17	Brahui	33	0.151515152
70287650	70387650	70337650	WBSCR17	Brahui	41	0.195121951
70317650	70417650	70367650	WBSCR17	Brahui	44	0.181818182
70347650	70447650	70397650	WBSCR17	Brahui	39	0.102564103
70377650	70477650	70427650	WBSCR17	Brahui	37	0.054054054
70407650	70507650	70457650	WBSCR17	Brahui	25	0.04
70437650	70537650	70487650	WBSCR17	Brahui	28	0.107142857
70467650	70567650	70517650	WBSCR17	Brahui	27	0.222222222
70497650	70597650	70547650	WBSCR17	Brahui	26	0.192307692
70527650	70627650	70577650	WBSCR17	Brahui	21	0.333333333
70557650	70657650	70607650	WBSCR17	Brahui	22	0.181818182
70587650	70687650	70637650	WBSCR17	Brahui	30	0.2
70617650	70717650	70667650	WBSCR17	Brahui	32	0.125
70647650	70747650	70697650	WBSCR17	Brahui	31	0.129032258
70677650	70777650	70727650	WBSCR17	Brahui	33	0.181818182
70707650	70807650	70757650	WBSCR17	Brahui	31	0.161290323
70737650	70837650	70787650	WBSCR17	Brahui	32	0.15625
70767650	70867650	70817650	WBSCR17	Brahui	23	0.086956522
70797650	70897650	70847650	WBSCR17	Brahui	24	0.083333333
70827650	70927650	70877650	WBSCR17	Brahui	15	0
70857650	70957650	70907650	WBSCR17	Brahui	14	0.071428571
70887650	70987650	70937650	WBSCR17	Brahui	18	0.055555556
70917650	71017650	70967650	WBSCR17	Brahui	19	0.052631579
70947650	71047650	70997650	WBSCR17	Brahui	24	0
70977650	71077650	71027650	WBSCR17	Brahui	28	0
71007650	71107650	71057650	WBSCR17	Brahui	25	0
71037650	71137650	71087650	WBSCR17	Brahui	25	0
71067650	71167650	71117650	WBSCR17	Brahui	19	0.052631579
71097650	71197650	71147650	WBSCR17	Brahui	21	0.142857143
71127650	71227650	71177650	WBSCR17	Brahui	18	0.222222222
167982253	168082253	168032253	B3GALT1	Burusho	11	0.090909091
168012253	168112253	168062253	B3GALT1	Burusho	12	0.083333333
168042253	168142253	168092253	B3GALT1	Burusho	17	0.117647059
168072253	168172253	168122253	B3GALT1	Burusho	23	0.043478261
168102253	168202253	168152253	B3GALT1	Burusho	26	0.038461538
168132253	168232253	168182253	B3GALT1	Burusho	27	0.037037037
168162253	168262253	168212253	B3GALT1	Burusho	30	0.066666667
168192253	168292253	168242253	B3GALT1	Burusho	35	0.085714286
168222253	168322253	168272253	B3GALT1	Burusho	44	0.113636364
168252253	168352253	168302253	B3GALT1	Burusho	42	0.071428571
168282253	168382253	168332253	B3GALT1	Burusho	45	0.066666667
168312253	168412253	168362253	B3GALT1	Burusho	29	0
168342253	168442253	168392253	B3GALT1	Burusho	29	0
168372253	168472253	168422253	B3GALT1	Burusho	20	0
168402253	168502253	168452253	B3GALT1	Burusho	18	0
168432253	168532253	168482253	B3GALT1	Burusho	18	0
168462253	168562253	168512253	B3GALT1	Burusho	17	0.176470588
168492253	168592253	168542253	B3GALT1	Burusho	17	0.176470588
168522253	168622253	168572253	B3GALT1	Burusho	18	0.166666667
168552253	168652253	168602253	B3GALT1	Burusho	15	0.133333333
168582253	168682253	168632253	B3GALT1	Burusho	20	0.25
168612253	168712253	168662253	B3GALT1	Burusho	24	0.291666667
168642253	168742253	168692253	B3GALT1	Burusho	37	0.189189189
168672253	168772253	168722253	B3GALT1	Burusho	34	0.147058824
168702253	168802253	168752253	B3GALT1	Burusho	34	0.147058824
168732253	168832253	168782253	B3GALT1	Burusho	23	0.217391304
191022115	191122115	191072115	B3GALT2	Burusho	18	0.388888889
191052115	191152115	191102115	B3GALT2	Burusho	12	0.25
191082115	191182115	191132115	B3GALT2	Burusho	13	0.461538462
191112115	191212115	191162115	B3GALT2	Burusho	10	0.6
191142115	191242115	191192115	B3GALT2	Burusho	7	0.714285714
191172115	191272115	191222115	B3GALT2	Burusho	2	0
191202115	191302115	191252115	B3GALT2	Burusho	5	0.2
191232115	191332115	191282115	B3GALT2	Burusho	5	0.2
191262115	191362115	191312115	B3GALT2	Burusho	4	0.25
191292115	191392115	191342115	B3GALT2	Burusho	3	0
191322115	191422115	191372115	B3GALT2	Burusho	4	0.25
191352115	191452115	191402115	B3GALT2	Burusho	6	0.166666667
191382115	191482115	191432115	B3GALT2	Burusho	8	0.125
191412115	191512115	191462115	B3GALT2	Burusho	5	0
191442115	191542115	191492115	B3GALT2	Burusho	3	0
191472115	191572115	191522115	B3GALT2	Burusho	7	0
191502115	191602115	191552115	B3GALT2	Burusho	7	0
191532115	191632115	191582115	B3GALT2	Burusho	7	0
191562115	191662115	191612115	B3GALT2	Burusho	8	0
191592115	191692115	191642115	B3GALT2	Burusho	7	0
191622115	191722115	191672115	B3GALT2	Burusho	17	0.058823529
191652115	191752115	191702115	B3GALT2	Burusho	23	0.173913043
191682115	191782115	191732115	B3GALT2	Burusho	26	0.192307692
191712115	191812115	191762115	B3GALT2	Burusho	20	0.3
191742115	191842115	191792115	B3GALT2	Burusho	12	0.25
39458604	39558604	39508604	B3GALT5	Burusho	12	0.083333333
39488604	39588604	39538604	B3GALT5	Burusho	10	0.1
39518604	39618604	39568604	B3GALT5	Burusho	8	0.125
39548604	39648604	39598604	B3GALT5	Burusho	14	0.071428571
39578604	39678604	39628604	B3GALT5	Burusho	14	0
39608604	39708604	39658604	B3GALT5	Burusho	20	0
39638604	39738604	39688604	B3GALT5	Burusho	17	0
39668604	39768604	39718604	B3GALT5	Burusho	22	0.045454545
39698604	39798604	39748604	B3GALT5	Burusho	20	0.2
39728604	39828604	39778604	B3GALT5	Burusho	24	0.166666667
39758604	39858604	39808604	B3GALT5	Burusho	25	0.16
39788604	39888604	39838604	B3GALT5	Burusho	31	0.064516129
39818604	39918604	39868604	B3GALT5	Burusho	38	0.026315789
39848604	39948604	39898604	B3GALT5	Burusho	36	0.055555556
39878604	39978604	39928604	B3GALT5	Burusho	40	0.125
39908604	40008604	39958604	B3GALT5	Burusho	38	0.236842105
39938604	40038604	39988604	B3GALT5	Burusho	40	0.275
39968604	40068604	40018604	B3GALT5	Burusho	39	0.230769231
